# NMF 0.28, method brunet, 200 iterations from W0/H0 on V + 0.1; R version 4.5.2 (2025-10-31 ucrt)
block	i	j	value
W	15	2	0.3064655544472758
W	16	2	0.082728171377133411
W	17	2	0.15248841198523497
W	18	2	1.2153020632675587e-06
W	19	2	0.21444942476133516
W	20	2	0.11755130238564998
W	21	2	0.022564881457610889
W	22	2	0.40101823523515812
W	23	2	0.046967912692215869
W	24	2	2.2204460492503131e-16
W	25	2	0.05329366525490261
W	26	2	0.15854074432840257
W	27	2	0.093120693064785903
W	28	2	0.2552965982861608
W	29	2	0.031239975464947473
W	30	2	0.012742439565680821
W	31	2	0.19265647933365737
W	32	2	0.35203183449293918
W	33	2	1.278231219604729
W	34	2	0.18922815405193388
W	35	2	9.1652745926481032
W	36	2	1.0043814365951491
W	37	2	0.45827405609227911
W	38	2	0.52638883181555807
W	39	2	6.399798002066059
W	40	2	0.5656571384702026
W	41	2	0.54105907967869238
W	42	2	1.0412587299386238
W	43	2	5.8466504598150548
W	44	2	0.41942048834174478
W	45	2	7.6401872678356868e-09
W	46	2	0.49446562463685773
W	47	2	5.0726449767089195
W	48	2	0.29839481073592355
W	49	2	2.2204460492503131e-16
W	50	2	9.2726558996207076e-12
W	51	2	0.26709827801053959
W	52	2	0.32922569014471981
W	53	2	0.30547311274664884
W	54	2	0.048628773916662968
W	55	2	0.19885820574703017
W	56	2	0.12444322418900888
W	57	2	0.26779096705557459
W	58	2	0.30671084656651043
W	59	2	0.16452577581097194
W	60	2	0.28664870090320316
W	61	2	4.6875733653412452e-07
W	62	2	0.074711057211830342
W	63	2	0.7030476954576893
W	64	2	0.28053761685868228
W	65	2	0.60643922450215104
W	66	2	1.3161803612472069
W	67	2	2.0277047048741932
W	68	2	0.93647958664308883
W	69	2	0.18205086182490482
W	70	2	0.11369972257141971
W	71	2	0.14724337478356944
W	72	2	0.44752783139321106
W	73	2	0.57894170639081632
W	74	2	0.0086233633287910658
W	75	2	0.61768880447757291
W	76	2	0.32997102411137658
W	77	2	0.40999606528285082
W	78	2	0.18407131440998972
W	79	2	0.29297078650040886
W	80	2	0.70061726377203992
W	81	2	0.12621029619421406
W	82	2	0.4448699148946732
W	83	2	1.0016338629120255e-13
W	84	2	0.098638963546395994
W	85	2	0.31155842768414088
W	86	2	0.2252674099098648
W	87	2	0.15578266512906361
W	88	2	2.2204460492503131e-16
W	89	2	0.26340750280492292
W	90	2	0.27406612081923415
W	91	2	0.0028748147065050149
W	92	2	2.6467116991378594e-16
W	93	2	0.062505963124519601
W	94	2	0.17078108968149316
W	95	2	0.20433265749508248
W	96	2	0.10627129547590035
W	1	3	0.052946896344581142
W	2	3	0.019968948182250781
W	3	3	0.063977080549513801
W	4	3	0.26822571682121288
W	5	3	0.045903004770930775
W	6	3	0.22325750832609273
W	7	3	0.041924775985921141
W	8	3	0.019772816929613385
W	9	3	0.19064977485869353
W	10	3	0.03766890156280453
W	11	3	0.092864425348953505
W	12	3	0.26388166474488739
W	13	3	1.0181442935919685
W	14	3	0.259702688614108
W	15	3	0.071291036924014117
W	16	3	0.038477467282204199
W	17	3	0.20355705355909884
W	18	3	0.021291255653329247
W	19	3	0.050070321750014857
W	20	3	0.034929986941716964
W	21	3	0.18339667381964331
W	22	3	0.030591035070849926
W	23	3	0.28320186266568181
W	24	3	0.20331638716875133
W	25	3	0.26735332162108333
W	26	3	0.62647893474326521
W	27	3	0.073378637994361048
W	28	3	0.1511070639544575
W	29	3	3.7013687416215797
W	30	3	0.49262067336797061
W	31	3	0.30194201986910169
W	32	3	4.1597824331730919
W	33	3	0.19444539323456286
W	34	3	0.30668118253744248
W	35	3	0.29502656270895306
W	36	3	2.2204460492503131e-16
W	37	3	9.0949970311009004e-11
W	38	3	0.29036402636702718
W	39	3	0.9189704547968206
W	40	3	0.0014247136347490773
W	41	3	0.25339243479950052
W	42	3	0.1356127741533342
W	43	3	0.92949335359824636
W	44	3	0.36746452780134375
W	45	3	6.4263823813715391
W	46	3	0.80472691085720249
W	47	3	1.7040890033891476
W	48	3	5.3836778539386527
W	49	3	0.028637647698355924
W	50	3	0.3322892617681299
W	51	3	0.019680186988928403
W	52	3	0.01023501076199319
W	53	3	0.083267125650443863
W	54	3	0.059555046367125886
W	55	3	0.04743951111179779
W	56	3	0.052655003208801759
W	57	3	0.055663547457453791
W	58	3	0.02769624200477571
W	59	3	0.060260309301515935
W	60	3	0.053516833978430094
W	61	3	0.039706615577128242
W	62	3	0.027354155754743755
W	63	3	0.051433947777455899
W	64	3	0.038924155345927573
W	65	3	0.039742680797241504
W	66	3	0.23960499273393118
W	67	3	0.25369380738792102
W	68	3	0.29679071110603789
W	69	3	0.027237453997084951
W	70	3	0.1844533810821517
W	71	3	0.030571426221816682
W	72	3	0.33153429766134029
W	73	3	0.028161722548402966
W	74	3	0.025961054392062404
W	75	3	0.023976240609718008
W	76	3	0.049700360495106503
W	77	3	0.31865480519980638
W	78	3	0.03217726757253022
W	79	3	0.26158315399667986
W	80	3	0.45976060875386543
W	81	3	0.04868846994325992
W	82	3	0.037710583123427795
W	83	3	0.028599083465027444
W	84	3	0.035291989698799563
W	85	3	0.031820654021553187
W	86	3	0.050032778845096042
W	87	3	0.09105749981612031
W	88	3	0.048407922759554738
W	89	3	0.063853617772347854
W	90	3	0.5008143862919997
W	91	3	0.17702258441896532
W	92	3	0.055984992095617178
W	93	3	0.042962707509475347
W	94	3	0.31260772715344226
W	95	3	0.24423412440939504
W	96	3	0.091784688204463075
W	1	4	5.446144486209935e-08
W	2	4	0.59144850483501843
W	3	4	0.1440063607513723
W	4	4	0.74585890507739749
W	5	4	1.3201616804091501
W	6	4	0.31946797463955323
W	7	4	2.2204460492503131e-16
W	8	4	0.6562613018930773
W	9	4	0.1520345279931189
W	10	4	0.11113776749616693
W	11	4	0.051902248650703711
W	12	4	5.7044749859948228e-13
W	13	4	0.36939924707544997
W	14	4	0.68174516199882762
W	15	4	0.030379783249316911
W	16	4	3.3823755563321007e-06
W	17	4	0.42085154621509419
W	18	4	0.82492016216335429
W	19	4	0.32141035214478036
W	20	4	0.58467992416100567
W	21	4	0.15646873801263475
W	22	4	0.57773987449414077
W	23	4	0.27899745496258854
W	24	4	0.93692284142863203
W	25	4	0.35219578181248534
W	26	4	0.12812631679123973
W	27	4	0.49911303538682916
W	28	4	0.18174575059214529
W	29	4	0.56445969781914773
W	30	4	1.0326242335009885
W	31	4	2.2204460492503131e-16
W	32	4	0.019402554828026618
W	33	4	0.18069318550883109
W	34	4	0.88926193320596281
W	35	4	1.9919276690691643
W	36	4	0.44519452707622537
W	37	4	1.282971076767768
W	38	4	0.722192128123753
W	39	4	1.2401548432526639
W	40	4	0.21310052656172154
W	41	4	1.5858741413561259
W	42	4	3.1626469219662478e-16
W	43	4	0.90484005479407736
W	44	4	0.77881595040468654
W	45	4	0.19903912509356736
W	46	4	1.1625416522900682
W	47	4	0.051312236951868095
W	48	4	0.24920961278664117
W	49	4	0.82678269243930402
W	50	4	0.61356735021914999
W	51	4	0.43819667550149172
W	52	4	0.75054211816752336
W	53	4	0.17340285949083431
W	54	4	0.60734327436806435
W	55	4	0.58621430556839704
W	56	4	0.50059249848326803
W	57	4	0.2442729404299282
W	58	4	2.2204460492503131e-16
W	59	4	0.31834231913538436
W	60	4	0.34404216175793212
W	61	4	0.76135100149946
W	62	4	0.46864411658376159
W	63	4	0.07067199743193342
W	64	4	0.66231815004993921
W	65	4	1.7978381751695882
W	66	4	0.7900551413282495
W	67	4	0.31163198542454396
W	68	4	0.66166198766683593
W	69	4	1.145962306026209
W	70	4	0.3325663147497776
W	71	4	0.27645363719582461
W	72	4	0.1483256550793296
W	73	4	0.00018426671231798627
W	74	4	0.69013456524478622
W	75	4	0.3337757740447983
W	76	4	0.87468534309278245
W	77	4	0.56401427635480128
W	78	4	0.44931897002406684
W	79	4	0.83379068838345538
W	80	4	0.68950309499043516
W	81	4	0.13873763339676284
W	82	4	0.11037808560939977
W	83	4	0.94728168436112448
W	84	4	0.22418597581734473
W	85	4	0.16054047695180645
W	86	4	0.1372961092672203
W	87	4	0.10822956174352207
W	88	4	0.78821033024050768
W	89	4	0.11760757141318659
W	90	4	0.11411247437820175
W	91	4	0.10848753065791801
W	92	4	0.25216374689519566
W	93	4	0.47927313919496434
W	94	4	4.0168667001115959e-07
W	95	4	0.36152410941656976
W	96	4	0.11416108972199589
H	1	1	7.9654724854661238e-07
H	2	1	1.2455086108735665
H	3	1	0.13612374223129659
H	4	1	1.1182626633657191
H	1	2	0.22057738251345038
H	2	2	0.087285029238838935
H	3	2	1.1097548487213926
H	4	2	0.0010226879093330546
H	1	3	0.087579515740834765
H	2	3	0.025511677237701477
H	3	3	0.68999069815315672
H	4	3	0.070644091259184152
H	1	4	0.003573996634694297
H	2	4	0.1244300339450074
H	3	4	2.3711710394066139
H	4	4	0.0052606745360166589
H	1	5	0.63859608581686667
H	2	5	0.0012119285328150166
H	3	5	0.0427918272740688
H	4	5	0.11282992584588811
H	1	6	0.030198972947887998
H	2	6	0.91016531096861952
H	3	6	0.11267397350537597
H	4	6	0.046636257414432718
H	1	7	0.34565979663055818
H	2	7	0.020870902777692536
H	3	7	0.059057009669005713
H	4	7	0.33781142801345465
H	1	8	0.54983146827623408
H	2	8	0.26655814350040596
H	3	8	0.34883396072183925
H	4	8	0.18459897423708191
H	1	9	0.0148986670145835
H	2	9	0.37348034282141807
H	3	9	0.040328046756226789
H	4	9	0.50173452049011946
H	1	10	1.118777527916347e-06
H	2	10	2.3740806488726638
H	3	10	0.21636140046699537
H	4	10	0.28966183858134509
H	1	11	1.3080798506689593
H	2	11	0.59474611497828755
H	3	11	2.4000800032604274e-14
H	4	11	0.049663993477184032
H	1	12	0.00032100575866376334
H	2	12	2.2964677417382067
H	3	12	0.23345215863920013
H	4	12	2.5031851285253306
H	1	13	1.1634319254568719
H	2	13	2.2204460492503131e-16
H	3	13	0.36952776889975619
H	4	13	0.65831409441945143
H	1	14	0.15389640004007493
H	2	14	1.1229116122351348e-08
H	3	14	0.0049219610599859605
H	4	14	0.46696480696250009
H	1	15	0.13164978722425907
H	2	15	0.24436803258214693
H	3	15	9.7965889630812019e-07
H	4	15	0.31643186527517364
H	1	16	0.20459316108996706
H	2	16	0.36777232846560021
H	3	16	0.0076192512731919036
H	4	16	0.057444619738395368
H	1	17	0.23921994812528977
H	2	17	0.22424130737764081
H	3	17	0.29518584839139578
H	4	17	0.0035755005089009085
H	1	18	0.15361501215251663
H	2	18	0.017718194299565285
H	3	18	0.24107297229688757
H	4	18	0.12204998517043747
H	1	19	1.1777791638851756
H	2	19	1.2480791058511242
H	3	19	1.2383784729214308e-13
H	4	19	1.4768513243565619e-07
H	1	20	0.028322413455332377
H	2	20	0.079955567429913318
H	3	20	0.40280994698349104
H	4	20	0.09564572507869977
H	1	21	1.5355879121384222
H	2	21	4.2648729564038401
H	3	21	0.19220552471580421
H	4	21	9.801605687884867e-09
H	1	22	0.058154221096206396
H	2	22	0.019276968225913713
H	3	22	0.19947364412106963
H	4	22	0.1069993312776028
H	1	23	0.39590472100089064
H	2	23	0.74067581428019946
H	3	23	0.19474679641774853
H	4	23	2.9800747727210704
H	1	24	0.3422433821563266
H	2	24	0.34002723982133454
H	3	24	0.0052243387138172365
H	4	24	0.035105947988484057
